web-scraper-order,web-scraper-start-url,Summary,,,,,,,
1667026591-120,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Running eclipse on Linux via Windows RDP, it kills RDP on launch",,,,,,,
1667026591-121,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,BIRT is not compatible on Eclipse Photon 4.8,,,,,,,
1667026591-122,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,AspectJ Development Tools 2.2.4.201604052120 breaks JDT views in Eclipse Neon M7,,,,,,,
1667026591-123,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,You do not have permission to open the application "Eclipse",,,,,,,
1667026591-124,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to run eclipse birt report on 3.7.2,,,,,,,
1667026591-125,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The eclipse stop working after adding 1.9.6 from market place,,,,,,,
1667026591-126,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unable to update p2 repository with Eclipse 2019-12 & JDK 11,,,,,,,
1667026591-127,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Compile Error seen in Eclipse but project builds at cmd line using MVN,,,,,,,
1667026591-128,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse is not not resolving imports and suggesting multiple jars for same class on jdk11 upgrade,,,,,,,
1667026591-129,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse IDE for Java EE Developers - project with Dynamic Web Module Facet enabled is unable to be added to server wlp-jakartaee9-22.0.0.4,,,,,,,
1667026591-130,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Broken Distribution Kit for "Eclipse IDE for Scientific Computing",,,,,,,
1667026591-131,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse locks up forever,,,,,,,
1667026591-132,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,releng - switch from maven.eclipse.org to repo.eclipse.org,,,,,,,
1667026591-133,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Reporting an issue when executing BIRT reports that the following exception is thrown: "org.eclipse.birt.report.engine.api.EngineException",,,,,,,
1667026591-134,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,java.lang.LinkageError: loader constraint violation on ContextFunction after Eclipse update,,,,,,,
1667026591-135,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse is not generating AutoValue classes fails with NPE,,,,,,,
1667026591-136,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No repository found at http://oneclicklabs.io/repo/eclipse/plugin/jrest/.,,,,,,,
1667026591-137,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Plug-in org.eclipse.ve.java.core was unable to load class org.eclipse.ve.internal.java.codegen.wizards.NewVisualClassCreationWizard.,,,,,,,
1667026591-138,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,JAXB MOXY LEAK RELATED TO ORG.ECLIPSE.PERSISTENCE.JAXB.GENERATED0,,,,,,,
1667026591-139,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse PHP Development Tools DBGP XML External Entity Processing Information Disclosure Vulnerability,,,,,,,
1667026591-140,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Tests] Rewrite tests extending AbstractEditorTests in org.eclipse.papyrus.uml.diagram.common.tests,,,,,,,
1667026591-141,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"invoking code from plug-in: ""org.eclipse.jface"", java.lang.NoClassDefFoundError: org/postgresql/core/VisibleBufferedInputStream",,,,,,,
1667026591-142,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"""assemble.org.eclipse.pde.build.container.feature.win32.win32.x86_64.xml:156: Unable to delete directory"" Build Failed when i run using ANT Script to export pde build of eclipse plugin project",,,,,,,
1667026591-143,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,ClassNotFoundException: org.eclipse.core.runtime.CoreException,,,,,,,
1667026591-144,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse RCP HighDPI Scaling on Linux broken with embedded JavaFX,,,,,,,
1667026591-145,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Security Vulnerability (CVSS Score - 9) with Apache Thrift 0.7.0 bundled along with org.eclipse.birt.runtime_4.7.0-20170622.jar,,,,,,,
1667026591-146,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse crashes when closing tree-nodes,,,,,,,
1667026591-147,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Eclipse does not launch for a second time on Mac OS Catalina, icon just bounces, but works from command line.",,,,,,,
1667026591-148,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No Repo Found At https://download.eclipse.org/technology/m2e/releases/,,,,,,,
1667026591-149,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,a java exception has occurred eclipse,,,,,,,
1667026591-150,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Unexpected closing of Eclipse when working with the Windowbuilder plugin,,,,,,,
1667026591-151,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse hangs often when showing tooltips on a Tree in a multi-DPI setup,,,,,,,
1667026591-152,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Issue in setting up Wizard in Eclipse Version 2022-03(4.23.0),,,,,,,
1667026591-153,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse with High Contrast mode makes it impossible to write code,,,,,,,
1667026591-154,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,ProvisionException: Unable to read repository at https://download.eclipse.org/releases/oxygen,,,,,,,
1667026591-155,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Application hanging with many threads stuck in org.eclipse.persistence.internal.helper.ConcurrencyManager.acquireDeferredLock,,,,,,,
1667026591-156,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse CDT cannot show intellisense with variable or method when coding in C++,,,,,,,
1667026591-157,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Auto-Completion does not work since Eclipse 2020.09 (4.17.0),,,,,,,
1667026591-158,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Broken link to OL documentation from Eclipse help,,,,,,,
1667026591-159,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Build failure after eclipse release 2021-09,,,,,,,
1667026591-160,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,cant install eclipse for PapyrusRT contributors,,,,,,,
1667026591-161,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,After installing STS pulgin unable to launch eclipse getting error occurred see log file,,,,,,,
1667026591-162,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Can't open legacy UML2 files in Juno via org.eclipse.emf.mwe.utils.Reader,,,,,,,
1667026591-163,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Combo box showing blank values in debug configuration with eclipse-embedcpp-2021-09 Ubuntu 16.04,,,,,,,
1667026591-164,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse crashing the JVM during installation,,,,,,,
1667026591-165,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"AspectJ crashing, when weaving IDT into another project in Eclipse",,,,,,,
1667026591-166,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,switching jvms in eclipse no longer switches jvms,,,,,,,
1667026591-167,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Application computes for 2 minutes before starting up,,,,,,,
1667026591-168,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,No build if file changed outside Eclipse,,,,,,,
1667026591-169,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Internal web browser not showing PDF from win10 OS build 19042.1052 with adobe reader,,,,,,,
1667026591-170,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse travelled back in time,,,,,,,
1667026591-171,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Launch an Eclipse application fails at "Eclipse Modeling Tools" but works fine with "Eclipse for RCP and RAP Developers",,,,,,,
1667026591-172,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Not able to get search results in eclipse Market place,,,,,,,
1667026591-173,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Crash at Eclipse startup under Debian Wheezy stable - Problematic frame: C  [libgdk-x11-2.0.so.0+0x5173f]  gdk_display_open+0x3f,,,,,,,
1667026591-174,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,org.eclipse.gmf.runtime.lite.svg.source is missing in gmf-tooling-sdk-3.2.0.v201406241500,,,,,,,
1667026591-175,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,SWT Crashes Java VM and Eclipse,,,,,,,
1667026591-176,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"Auto-Update and New Software Installation features throwing an exception - The artifact file for osgi.bundle,org.eclipse.userstorage,1.2.0.v20190307-0457 was not found",,,,,,,
1667026591-177,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse IDE for Java EE Developers NEON 4.6 - Maven project,,,,,,,
1667026591-178,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"""Eclipse executable launcher was unable to locate its companion shared library""",,,,,,,
1667026591-179,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"I can not see ""StepIntoToolbar"",""StepOverToolbar"" toolbar options in Eclipse 4.4.1 but i can see these options in Eclipse 3.4",,,,,,,
1667026591-180,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,It's very time consuming to open Eclipse Marketplace wizard,,,,,,,
1667026591-181,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Clean "Eclipse for RCP and RAP Developers" install corrupts workspace when RAP Demo run,,,,,,,
1667026591-182,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse IDE Crash when renaming a class,,,,,,,
1667026591-183,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Eclipse Foundation - Updated Paperwork Required and removed from the "Eclipse Foundation" team "ecd-che-che4z-committers",,,,,,,
1667026591-184,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,"I can not see ""StepIntoToolbar"",""StepOverToolbar"" toolbar options in Eclipse 4.4.1 but i can see these options in Eclipse 3.4",,,,,,,
1667026591-185,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Error Log - No property tester contributes a property org.eclipse.emf.mint.ui.isCustomizableMethod to type,,,,,,,
1667026591-186,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,The Eclipse editor does not like long lines,,,,,,,
1667026591-187,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,Could not resolve module org.eclipse.datatools.sqltools.result,,,,,,,
1667026591-188,https://bugs.eclipse.org/bugs/buglist.cgi?bug_status=__open__&content=Eclipse&no_redirect=1&order=Importance&query_format=specific,[XDebug] Debugging on OSX with self signed certificate makes eclipse unusable,,,,,,,
